T	BoM MJO RMM amplitude
julian_day	unitless
    2453308.    	    1.648612    
    2453309.    	    1.560427    
    2453310.    	    1.385248    
    2453311.    	    1.335333    
    2453312.    	    1.160419    
    2453313.    	   0.8543024    
    2453314.    	   0.5749172    
    2453315.    	   0.3930315    
    2453316.    	   0.3516690    
    2453317.    	   0.3541466    
    2453318.    	   0.2929647    
    2453319.    	   0.2910999    
    2453320.    	   0.4606729    
    2453321.    	   0.4388410    
    2453322.    	   0.5252180    
    2453323.    	   0.3987960    
    2453324.    	   0.4127546    
    2453325.    	   0.4785261    
    2453326.    	   0.4617481    
    2453327.    	   0.3703239    
    2453328.    	   0.1059852    
    2453329.    	   0.1754681    
    2453330.    	   0.4582009    
    2453331.    	   0.5422615    
    2453332.    	   0.4915945    
    2453333.    	   0.6680189    
    2453334.    	   0.6730254    
    2453335.    	   0.7746911    
    2453336.    	   0.7473782    
    2453337.    	   0.7985396    
    2453338.    	   0.6193425    
    2453339.    	   0.6453972    
    2453340.    	   0.9059604    
    2453341.    	   0.8522915    
    2453342.    	   0.9981319    
    2453343.    	   0.9773979    
    2453344.    	   0.8154848    
    2453345.    	   0.6762750    
    2453346.    	   0.5932465    
    2453347.    	   0.5929654    
    2453348.    	   0.8167211    
    2453349.    	   0.7358787    
    2453350.    	   0.4341686    
    2453351.    	   0.2719728    
    2453352.    	   0.3901303    
    2453353.    	   0.5184838    
    2453354.    	   0.4422452    
    2453355.    	   0.5331891    
    2453356.    	   0.2281291    
    2453357.    	   0.4308050    
    2453358.    	   0.5046526    
    2453359.    	   0.4636574    
    2453360.    	   0.5262949    
    2453361.    	   0.5214985    
    2453362.    	   0.4310910    
    2453363.    	   0.6730500    
    2453364.    	    1.027624    
    2453365.    	    1.128403    
    2453366.    	    1.133587    
    2453367.    	    1.121859    
    2453368.    	   0.9996197    
    2453369.    	   0.9684179    
    2453370.    	    1.273427    
    2453371.    	    1.221213    
    2453372.    	    1.422583    
    2453373.    	    1.544608    
    2453374.    	    1.735492    
    2453375.    	    2.084683    
    2453376.    	    1.973541    
    2453377.    	    1.602440    
    2453378.    	    1.502700    
    2453379.    	    1.630948    
    2453380.    	    1.768369    
    2453381.    	    1.531261    
    2453382.    	    1.273041    
    2453383.    	    1.138418    
    2453384.    	    1.011336    
    2453385.    	   0.9574673    
    2453386.    	    1.079062    
    2453387.    	    1.205835    
    2453388.    	    1.271657    
    2453389.    	    1.454082    
    2453390.    	    1.373191    
    2453391.    	    1.362953    
    2453392.    	    1.310670    
    2453393.    	    1.068746    
    2453394.    	   0.8282288    
    2453395.    	   0.5459088    
    2453396.    	   9.8394789E-02
    2453397.    	   0.2658662    
    2453398.    	   0.3425125    
    2453399.    	   0.6243515    
    2453400.    	   0.6951291    
    2453401.    	    1.050085    
    2453402.    	    1.551392    
    2453403.    	    1.723794    
    2453404.    	    1.859472    
    2453405.    	    1.996261    
    2453406.    	    2.016785    
    2453407.    	    1.893330    
    2453408.    	    1.901725    
    2453409.    	    2.095206    
    2453410.    	    1.928044    
    2453411.    	    1.976826    
    2453412.    	    1.842926    
    2453413.    	    1.912297    
    2453414.    	    2.057711    
    2453415.    	    2.051650    
    2453416.    	    1.806318    
    2453417.    	    1.367483    
    2453418.    	    1.144797    
    2453419.    	   0.7904481    
    2453420.    	   0.8623191    
    2453421.    	   0.8619453    
    2453422.    	   0.7583582    
    2453423.    	   0.8190005    
    2453424.    	    1.149153    
    2453425.    	    1.169858    
    2453426.    	    1.054767    
    2453427.    	    1.132801    
    2453428.    	    1.401388    
    2453429.    	    1.451025    
    2453430.    	    1.381371    
    2453431.    	    1.221285    
    2453432.    	    1.133926    
    2453433.    	    1.205589    
    2453434.    	    1.635640    
    2453435.    	    1.816724    
    2453436.    	    1.528288    
    2453437.    	    1.649562    
    2453438.    	    1.612891    
    2453439.    	    1.588178    
    2453440.    	    1.389709    
    2453441.    	    1.284448    
    2453442.    	    1.185935    
    2453443.    	   0.9046350    
    2453444.    	   0.9912941    
    2453445.    	    1.256041    
    2453446.    	    1.559301    
    2453447.    	    1.137849    
    2453448.    	    1.197580    
    2453449.    	    1.575013    
    2453450.    	    1.706784    
    2453451.    	    1.749464    
    2453452.    	    1.809627    
    2453453.    	    2.078351    
    2453454.    	    2.009156    
    2453455.    	    2.191013    
    2453456.    	    2.359372    
    2453457.    	    2.699007    
    2453458.    	    2.909468    
    2453459.    	    3.011445    
    2453460.    	    3.260453    
    2453461.    	    3.389594    
    2453462.    	    3.599246    
    2453463.    	    3.520623    
    2453464.    	    3.597389    
    2453465.    	    3.680804    
    2453466.    	    3.283453    
    2453467.    	    3.283973    
    2453468.    	    3.342802    
    2453469.    	    3.065433    
    2453470.    	    2.896574    
    2453471.    	    2.648025    
    2453472.    	    2.521998    
    2453473.    	    2.467533    
    2453474.    	    2.493856    
    2453475.    	    2.353723    
    2453476.    	    2.405988    
    2453477.    	    2.194798    
    2453478.    	    2.104656    
    2453479.    	    2.250558    
    2453480.    	    2.535088    
    2453481.    	    2.773602    
    2453482.    	    2.670027    
    2453483.    	    2.560177    
    2453484.    	    2.589176    
    2453485.    	    2.599945    
    2453486.    	    2.291947    
    2453487.    	    2.191260    
    2453488.    	    2.193779    
    2453489.    	    1.819192    
    2453490.    	    1.661135    
    2453491.    	    1.744212    
    2453492.    	    2.051936    
    2453493.    	    2.239185    
    2453494.    	    2.636644    
    2453495.    	    2.668711    
    2453496.    	    2.803186    
    2453497.    	    2.842917    
    2453498.    	    3.036566    
    2453499.    	    2.851098    
    2453500.    	    2.585715    
    2453501.    	    2.363525    
    2453502.    	    2.174770    
    2453503.    	    2.007916    
    2453504.    	    1.663895    
    2453505.    	    1.682893    
    2453506.    	    1.898986    
    2453507.    	    2.317331    
    2453508.    	    2.370805    
    2453509.    	    2.407054    
    2453510.    	    2.187576    
    2453511.    	    2.039714    
    2453512.    	    1.869139    
    2453513.    	    1.598461    
    2453514.    	    1.156559    
    2453515.    	   0.7069425    
    2453516.    	   0.3456150    
    2453517.    	   0.4546112    
    2453518.    	   0.7275288    
    2453519.    	   0.8201199    
    2453520.    	   0.5287989    
    2453521.    	   0.6040544    
    2453522.    	   0.6423571    
    2453523.    	   0.7781867    
    2453524.    	   0.5370789    
    2453525.    	   0.6642451    
    2453526.    	   0.2807106    
    2453527.    	   0.1360497    
    2453528.    	   0.3605224    
    2453529.    	   0.5439939    
    2453530.    	   0.6890885    
    2453531.    	   0.9030691    
    2453532.    	    1.043662    
    2453533.    	   0.9411087    
    2453534.    	   0.6895539    
    2453535.    	   0.6310469    
    2453536.    	   0.6184781    
    2453537.    	   0.7513319    
    2453538.    	   0.8042553    
    2453539.    	   0.8510507    
    2453540.    	   0.7529199    
    2453541.    	   0.7942688    
    2453542.    	    1.006042    
    2453543.    	   0.8957958    
    2453544.    	   0.6266696    
    2453545.    	   0.3865831    
    2453546.    	   0.3659770    
    2453547.    	   0.7585574    
    2453548.    	   0.9652321    
    2453549.    	   0.9573420    
    2453550.    	   0.9148889    
    2453551.    	    1.051294    
    2453552.    	    1.338275    
    2453553.    	    1.452289    
    2453554.    	    1.464679    
    2453555.    	    1.546421    
    2453556.    	    1.625056    
    2453557.    	    1.562361    
    2453558.    	    1.331899    
    2453559.    	    1.067264    
    2453560.    	   0.7243523    
    2453561.    	   0.8316979    
    2453562.    	    1.049423    
    2453563.    	    1.162353    
    2453564.    	    1.062638    
    2453565.    	    1.185463    
    2453566.    	    1.334515    
    2453567.    	    1.094717    
    2453568.    	   0.7434643    
    2453569.    	   0.5721431    
    2453570.    	   0.5874350    
    2453571.    	   0.2279679    
    2453572.    	   0.1634093    
    2453573.    	   0.4896930    
    2453574.    	   0.7462122    
    2453575.    	   0.8022587    
    2453576.    	   0.8947344    
    2453577.    	    1.056171    
    2453578.    	    1.401675    
    2453579.    	    1.196526    
    2453580.    	   0.9811920    
    2453581.    	    1.059113    
    2453582.    	    1.250100    
    2453583.    	    1.234305    
    2453584.    	    1.083632    
    2453585.    	    1.316327    
    2453586.    	    1.650915    
    2453587.    	    1.657554    
    2453588.    	    1.673715    
    2453589.    	    1.503148    
    2453590.    	    1.255975    
    2453591.    	   0.8276759    
    2453592.    	   0.8397793    
    2453593.    	   0.7136379    
    2453594.    	   0.5881721    
    2453595.    	   0.8695962    
    2453596.    	    1.274527    
    2453597.    	    1.221017    
    2453598.    	    1.323372    
    2453599.    	    1.082058    
    2453600.    	    1.091557    
    2453601.    	    1.068118    
    2453602.    	    1.010830    
    2453603.    	   0.8342111    
    2453604.    	   0.7758871    
    2453605.    	   0.6841617    
    2453606.    	   0.5498809    
    2453607.    	   0.7226484    
    2453608.    	   0.5571826    
    2453609.    	   0.5428297    
    2453610.    	   0.3455216    
    2453611.    	   0.5814666    
    2453612.    	   0.6375216    
    2453613.    	   0.3825773    
    2453614.    	   0.4663227    
    2453615.    	   0.9182841    
    2453616.    	    1.095411    
    2453617.    	    1.704085    
    2453618.    	    2.021396    
    2453619.    	    2.345625    
    2453620.    	    2.316130    
    2453621.    	    2.605816    
    2453622.    	    2.609005    
    2453623.    	    2.696775    
    2453624.    	    2.657650    
    2453625.    	    2.506000    
    2453626.    	    2.201753    
    2453627.    	    2.011068    
    2453628.    	    2.014835    
    2453629.    	    1.823396    
    2453630.    	    1.540916    
    2453631.    	    1.206720    
    2453632.    	   0.9468037    
    2453633.    	    1.042567    
    2453634.    	    1.160708    
    2453635.    	    1.250618    
    2453636.    	    1.415763    
    2453637.    	    1.241149    
    2453638.    	    1.104862    
    2453639.    	   0.8260362    
    2453640.    	   0.6680186    
    2453641.    	   0.5912933    
    2453642.    	   0.3738460    
    2453643.    	   0.3095000    
    2453644.    	   0.4720533    
    2453645.    	   0.6001426    
    2453646.    	   0.3602526    
    2453647.    	   0.4601108    
    2453648.    	   0.8891038    
    2453649.    	    1.005402    
    2453650.    	   0.9658726    
    2453651.    	    1.020278    
    2453652.    	    1.099472    
    2453653.    	    1.249036    
    2453654.    	    1.416308    
    2453655.    	    1.303923    
    2453656.    	    1.062428    
    2453657.    	    1.124923    
