T	BoM MJO RMM phase
julian_day	unitless
    2443180.    	    3.000000    
    2443181.    	    3.000000    
    2443182.    	    3.000000    
    2443183.    	    3.000000    
    2443184.    	    3.000000    
    2443185.    	    3.000000    
    2443186.    	    4.000000    
    2443187.    	    4.000000    
    2443188.    	    4.000000    
    2443189.    	    5.000000    
    2443190.    	    5.000000    
    2443191.    	    5.000000    
    2443192.    	    4.000000    
    2443193.    	    3.000000    
    2443194.    	    2.000000    
    2443195.    	    3.000000    
    2443196.    	    3.000000    
    2443197.    	    3.000000    
    2443198.    	    3.000000    
    2443199.    	    3.000000    
    2443200.    	    3.000000    
    2443201.    	    4.000000    
    2443202.    	    4.000000    
    2443203.    	    5.000000    
    2443204.    	    5.000000    
    2443205.    	    5.000000    
    2443206.    	    5.000000    
    2443207.    	    5.000000    
    2443208.    	    5.000000    
    2443209.    	    5.000000    
    2443210.    	    6.000000    
    2443211.    	    6.000000    
    2443212.    	    6.000000    
    2443213.    	    6.000000    
    2443214.    	    7.000000    
    2443215.    	    7.000000    
    2443216.    	    7.000000    
    2443217.    	    7.000000    
    2443218.    	    7.000000    
    2443219.    	    7.000000    
    2443220.    	    7.000000    
    2443221.    	    7.000000    
    2443222.    	    7.000000    
    2443223.    	    7.000000    
    2443224.    	    8.000000    
    2443225.    	    8.000000    
    2443226.    	    8.000000    
    2443227.    	    8.000000    
    2443228.    	    8.000000    
    2443229.    	    8.000000    
    2443230.    	    8.000000    
    2443231.    	   1.0000000    
    2443232.    	   1.0000000    
    2443233.    	   1.0000000    
    2443234.    	   1.0000000    
    2443235.    	   1.0000000    
    2443236.    	    2.000000    
    2443237.    	    2.000000    
    2443238.    	    2.000000    
    2443239.    	    2.000000    
    2443240.    	    3.000000    
    2443241.    	    3.000000    
    2443242.    	    3.000000    
    2443243.    	    3.000000    
    2443244.    	    4.000000    
    2443245.    	    4.000000    
    2443246.    	    4.000000    
    2443247.    	    5.000000    
    2443248.    	    5.000000    
    2443249.    	    5.000000    
    2443250.    	    6.000000    
    2443251.    	    6.000000    
    2443252.    	    7.000000    
    2443253.    	    7.000000    
    2443254.    	    7.000000    
    2443255.    	    7.000000    
    2443256.    	    8.000000    
    2443257.    	    8.000000    
    2443258.    	    8.000000    
    2443259.    	   1.0000000    
    2443260.    	   1.0000000    
    2443261.    	   1.0000000    
    2443262.    	   1.0000000    
    2443263.    	    2.000000    
    2443264.    	   1.0000000    
    2443265.    	   1.0000000    
    2443266.    	    2.000000    
    2443267.    	    2.000000    
    2443268.    	    2.000000    
    2443269.    	    2.000000    
    2443270.    	    2.000000    
    2443271.    	    3.000000    
    2443272.    	    3.000000    
    2443273.    	    4.000000    
    2443274.    	    4.000000    
    2443275.    	    4.000000    
    2443276.    	    4.000000    
    2443277.    	    4.000000    
    2443278.    	    5.000000    
    2443279.    	    5.000000    
    2443280.    	    6.000000    
    2443281.    	    6.000000    
    2443282.    	    7.000000    
    2443283.    	    7.000000    
    2443284.    	    7.000000    
    2443285.    	    8.000000    
    2443286.    	    8.000000    
    2443287.    	    8.000000    
    2443288.    	    8.000000    
    2443289.    	    8.000000    
    2443290.    	    8.000000    
    2443291.    	    8.000000    
    2443292.    	    8.000000    
    2443293.    	    7.000000    
    2443294.    	    8.000000    
    2443295.    	    8.000000    
    2443296.    	    8.000000    
    2443297.    	    8.000000    
    2443298.    	    8.000000    
    2443299.    	    8.000000    
    2443300.    	   1.0000000    
    2443301.    	   1.0000000    
    2443302.    	   1.0000000    
    2443303.    	   1.0000000    
    2443304.    	   1.0000000    
    2443305.    	    2.000000    
    2443306.    	    2.000000    
    2443307.    	    2.000000    
    2443308.    	    2.000000    
    2443309.    	    2.000000    
    2443310.    	    3.000000    
    2443311.    	    3.000000    
    2443312.    	    4.000000    
    2443313.    	    4.000000    
    2443314.    	    4.000000    
    2443315.    	    4.000000    
    2443316.    	    4.000000    
    2443317.    	    5.000000    
    2443318.    	    5.000000    
    2443319.    	    5.000000    
    2443320.    	    5.000000    
    2443321.    	    5.000000    
    2443322.    	    5.000000    
    2443323.    	    5.000000    
    2443324.    	    4.000000    
    2443325.    	    2.000000    
    2443326.    	    2.000000    
    2443327.    	    3.000000    
    2443328.    	    3.000000    
    2443329.    	    3.000000    
    2443330.    	    3.000000    
    2443331.    	    3.000000    
    2443332.    	    3.000000    
    2443333.    	    4.000000    
    2443334.    	    4.000000    
    2443335.    	    4.000000    
    2443336.    	    4.000000    
    2443337.    	    4.000000    
    2443338.    	    5.000000    
    2443339.    	    5.000000    
    2443340.    	    5.000000    
    2443341.    	    5.000000    
    2443342.    	    5.000000    
    2443343.    	    5.000000    
    2443344.    	    5.000000    
    2443345.    	    5.000000    
    2443346.    	    5.000000    
    2443347.    	    4.000000    
    2443348.    	    4.000000    
    2443349.    	    4.000000    
    2443350.    	    4.000000    
    2443351.    	    4.000000    
    2443352.    	    5.000000    
    2443353.    	    5.000000    
    2443354.    	    5.000000    
    2443355.    	    5.000000    
    2443356.    	    5.000000    
    2443357.    	    5.000000    
    2443358.    	    5.000000    
    2443359.    	    5.000000    
    2443360.    	    5.000000    
    2443361.    	    5.000000    
    2443362.    	    2.000000    
    2443363.    	    2.000000    
    2443364.    	   1.0000000    
    2443365.    	   1.0000000    
    2443366.    	   1.0000000    
    2443367.    	   1.0000000    
    2443368.    	   1.0000000    
    2443369.    	   1.0000000    
    2443370.    	   1.0000000    
    2443371.    	   1.0000000    
    2443372.    	   1.0000000    
    2443373.    	   1.0000000    
    2443374.    	    2.000000    
    2443375.    	    2.000000    
    2443376.    	    3.000000    
    2443377.    	    3.000000    
    2443378.    	    3.000000    
    2443379.    	    3.000000    
    2443380.    	    3.000000    
    2443381.    	    3.000000    
    2443382.    	    3.000000    
    2443383.    	    4.000000    
    2443384.    	    5.000000    
    2443385.    	    5.000000    
    2443386.    	    5.000000    
    2443387.    	    5.000000    
    2443388.    	    5.000000    
    2443389.    	    5.000000    
    2443390.    	    5.000000    
    2443391.    	    5.000000    
    2443392.    	    5.000000    
    2443393.    	    5.000000    
    2443394.    	    6.000000    
    2443395.    	    6.000000    
    2443396.    	    6.000000    
    2443397.    	    6.000000    
    2443398.    	    6.000000    
    2443399.    	    6.000000    
    2443400.    	    6.000000    
    2443401.    	    7.000000    
    2443402.    	    6.000000    
    2443403.    	    7.000000    
    2443404.    	    7.000000    
    2443405.    	    7.000000    
    2443406.    	    7.000000    
    2443407.    	    8.000000    
    2443408.    	    8.000000    
    2443409.    	    8.000000    
    2443410.    	   1.0000000    
    2443411.    	   1.0000000    
    2443412.    	   1.0000000    
    2443413.    	   1.0000000    
    2443414.    	   1.0000000    
    2443415.    	   1.0000000    
    2443416.    	   1.0000000    
    2443417.    	   1.0000000    
    2443418.    	   1.0000000    
    2443419.    	   1.0000000    
    2443420.    	   1.0000000    
    2443421.    	   1.0000000    
    2443422.    	   1.0000000    
    2443423.    	   1.0000000    
    2443424.    	   1.0000000    
    2443425.    	   1.0000000    
    2443426.    	    8.000000    
    2443427.    	    8.000000    
    2443428.    	    8.000000    
    2443429.    	    8.000000    
    2443430.    	    8.000000    
    2443431.    	    8.000000    
    2443432.    	   1.0000000    
    2443433.    	    3.000000    
    2443434.    	    2.000000    
    2443435.    	    4.000000    
    2443436.    	    5.000000    
    2443437.    	    5.000000    
    2443438.    	    4.000000    
    2443439.    	    8.000000    
    2443440.    	   1.0000000    
    2443441.    	    8.000000    
    2443442.    	   1.0000000    
    2443443.    	    8.000000    
    2443444.    	   1.0000000    
    2443445.    	    8.000000    
    2443446.    	    8.000000    
    2443447.    	    8.000000    
    2443448.    	    8.000000    
    2443449.    	    8.000000    
    2443450.    	    8.000000    
    2443451.    	    8.000000    
    2443452.    	    8.000000    
    2443453.    	    8.000000    
    2443454.    	    7.000000    
    2443455.    	    7.000000    
    2443456.    	    8.000000    
    2443457.    	    8.000000    
    2443458.    	    8.000000    
    2443459.    	   1.0000000    
    2443460.    	   1.0000000    
    2443461.    	    2.000000    
    2443462.    	    2.000000    
    2443463.    	    2.000000    
    2443464.    	    2.000000    
    2443465.    	    2.000000    
    2443466.    	    2.000000    
    2443467.    	    3.000000    
    2443468.    	    3.000000    
    2443469.    	    4.000000    
    2443470.    	    4.000000    
    2443471.    	    4.000000    
    2443472.    	    5.000000    
    2443473.    	    5.000000    
    2443474.    	    5.000000    
    2443475.    	    6.000000    
    2443476.    	    6.000000    
    2443477.    	    7.000000    
    2443478.    	    7.000000    
    2443479.    	    7.000000    
    2443480.    	    8.000000    
    2443481.    	    8.000000    
    2443482.    	    7.000000    
    2443483.    	    7.000000    
    2443484.    	    7.000000    
    2443485.    	    7.000000    
    2443486.    	    7.000000    
    2443487.    	    7.000000    
    2443488.    	    8.000000    
    2443489.    	    8.000000    
    2443490.    	    8.000000    
    2443491.    	    8.000000    
    2443492.    	    8.000000    
    2443493.    	    8.000000    
    2443494.    	    7.000000    
    2443495.    	    7.000000    
    2443496.    	    7.000000    
    2443497.    	    7.000000    
    2443498.    	    7.000000    
    2443499.    	    7.000000    
    2443500.    	    7.000000    
    2443501.    	    7.000000    
    2443502.    	    7.000000    
    2443503.    	    8.000000    
    2443504.    	   1.0000000    
    2443505.    	   1.0000000    
    2443506.    	   1.0000000    
    2443507.    	   1.0000000    
    2443508.    	    2.000000    
    2443509.    	    2.000000    
    2443510.    	    3.000000    
    2443511.    	    4.000000    
    2443512.    	    5.000000    
    2443513.    	    6.000000    
    2443514.    	    8.000000    
    2443515.    	    8.000000    
    2443516.    	    7.000000    
    2443517.    	    7.000000    
    2443518.    	    8.000000    
    2443519.    	   1.0000000    
    2443520.    	   1.0000000    
    2443521.    	   1.0000000    
    2443522.    	    2.000000    
